DATE;DESCRIPTION;VALUE
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-32.95
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-4.65
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-760.62
28/02/2017;TRANSFER;200.00
01/03/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
01/03/2017;COMMUNITY OF OWNERS;-46.27
01/03/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.90
01/03/2017;ELECTRIC COMPANY ;-68.41
01/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-40.81
01/03/2017;PURCHASE CARD 1234XXXXXXXX5678 HARDWARE STORE;-11.50
01/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.77
01/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-32.35
01/03/2017;TRANSFER;2,560.00
02/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-5.00
03/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-11.80
03/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
06/03/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
06/03/2017;HOME LOAN;-19.27
06/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-50.03
06/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-64.20
06/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-25.17
06/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.29
06/03/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-6.85
07/03/2017;INSURANCE;-9.97
07/03/2017;INTEREST SETTLEMENT;1.34
07/03/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-20.98
08/03/2017;PURCHASE CARD 1234XXXXXXXX5678 05.03 HIGHWAY COMPANY;-1.70
08/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-35.12
09/03/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
09/03/2017;ELECTRIC COMPANY ;-37.40
09/03/2017;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-9.00
09/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
09/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
09/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-54.20
10/03/2017;ATM 1234XXXXXXXX5678 01.02;-140.00
10/03/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
10/03/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
10/03/2017;PURCHASE CARD 1234XXXXXXXX5678 11.11 HIGHWAY COMPANY;-3.02
10/03/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-32.80
10/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-18.66
10/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-6.80
13/03/2017;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-30.00
13/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.10
13/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.53
13/03/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-12.35
14/03/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
14/03/2017;PHONE COMPANY;-61.84
14/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.74
15/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
15/03/2017;TRANSFER;-4,950.00
15/03/2017;TRANSFER;4,981.80
16/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-35.10
16/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-11.67
16/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-60.73
16/03/2017;SCHOOL CANTEEN;-95.45
16/03/2017;SCHOOL CANTEEN;-95.45
17/03/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
20/03/2017;GYM;-20.00
20/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-59.45
20/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-27.35
20/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-43.37
20/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-24.59
21/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
21/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-15.44
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-61.40
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-10.07
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-7.32
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-6.12
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-6.95
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
22/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-17.42
22/03/2017;TAXES;-94.17
22/03/2017;TRANSFER;100.00
23/03/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
23/03/2017;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-1.55
23/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
23/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
23/03/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-46.00
23/03/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-35.00
24/03/2017;DEBIT PAYMENTS WATER COMPANY;-68.06
24/03/2017;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-16.73
24/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-27.89
27/03/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
27/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-22.32
27/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-15.51
27/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-3.00
27/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-5.00
27/03/2017;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-5.00
27/03/2017;TRANSFER;100.00
28/03/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
28/03/2017;ELECTRIC COMPANY ;-34.65
30/03/2017;BANKING COMMISSION;-1.32
30/03/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
30/03/2017;PURCHASE CARD 1234XXXXXXXX5678 EDUCATION;-44.09
30/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.05
30/03/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
31/03/2017;INSURANCE;-267.03
31/03/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
31/03/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.76
31/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-11.20
31/03/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-19.92
31/03/2017;TAXES;-158.69
31/03/2017;TRANSFER;2,900.00
03/04/2017;ATM 1234XXXXXXXX5678 01.02;-110.00
03/04/2017;DEBIT PAYMENTS INSURANCE COMPANY;-74.60
03/04/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-15.33
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-22.98
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-154.16
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-60.77
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-23.08
03/04/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-36.50
04/04/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
04/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
05/04/2017;ATM 1234XXXXXXXX5678 01.02;-20.00
05/04/2017;HOME LOAN;-19.27
05/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
05/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-49.00
06/04/2017;INSURANCE;-167.33
06/04/2017;INSURANCE;-9.97
06/04/2017;INTEREST SETTLEMENT;1.64
06/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-29.15
06/04/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-6.05
07/04/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
07/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.09
07/04/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-11.00
10/04/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
10/04/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.27
10/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-5.70
10/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-3.29
10/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.68
10/04/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-17.50
10/04/2017;TAXES;-122.30
10/04/2017;TAXES;-122.30
10/04/2017;TRANSFER;300.00
11/04/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
11/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-1.80
12/04/2017;PHONE COMPANY;-66.38
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-48.30
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 09.04 INTERNET HOSTING COMPANY;-24.19
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-30.75
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;10.43
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.80
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.39
12/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-10.18
13/04/2017;ELECTRIC COMPANY ;-31.88
13/04/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-3.00
13/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-46.43
13/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-19.57
13/04/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-90.96
17/04/2017;CANCEL COMMISSIONS 1234XXXXXXXX5678;1.36
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-19.80
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-17.60
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-12.08
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-42.55
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.13
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.15
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-53.56
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-15.40
17/04/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-35.50
17/04/2017;REFUND 1234XXXXXXXX5678 11.04 EDUCATION;45.23
18/04/2017;PURCHASE CARD 1234XXXXXXXX5678 AGARA;-17.34
18/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
18/04/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.63
18/04/2017;TRANSFER;-6,030.00
18/04/2017;TRANSFER;6,030.60
18/04/2017;TRANSFER;2,470.00
19/04/2017;CANCEL PURCHASE CARD 1234XXXXXXXX5678 15.04 MARKET JOGESHWAR;42.55
19/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.00
20/04/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
20/04/2017;GYM;-20.00
20/04/2017;PURCHASE CARD 1234XXXXXXXX5678 15.04 MARKET JOGESHWAR ;-42.55
20/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
20/04/2017;REFUND 1234XXXXXXXX5678 17.04 MARKET JOGESHWAR ;23.99
20/04/2017;TAXES;-2,469.40
21/04/2017;COMMISSIONS;-18.00
21/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-10.90
21/04/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-58.73
21/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-54.80
21/04/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-51.26
24/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-3.80
24/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-18.35
25/04/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
25/04/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-36.46
25/04/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-97.10
25/04/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-9.99
26/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-47.54
27/04/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
27/04/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
28/04/2017;COMMUNITY OF OWNERS;-65.94
28/04/2017;ELECTRIC COMPANY ;-44.55
28/04/2017;INSURANCE;-267.03
28/04/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-61.45
28/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-76.48
28/04/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-12.03
28/04/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-8.40
28/04/2017;SCHOOL CANTEEN;-49.80
28/04/2017;SCHOOL CANTEEN;-49.80
02/05/2017;HIDRAQUA ;-78.82
02/05/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
02/05/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
02/05/2017;PAYROLL;106.25
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-13.99
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-5.49
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-81.49
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-57.39
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-5.24
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-26.70
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-6.25
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-7.87
02/05/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-12.00
02/05/2017;TRANSFER;-106.00
02/05/2017;TRANSFER;2,750.00
03/05/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
03/05/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
04/05/2017;ATM 1234XXXXXXXX5678 01.02;-400.00
04/05/2017;PURCHASE CARD 1234XXXXXXXX5678 .;-2.60
04/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
04/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.47
04/05/2017;TRANSFER;100.00
04/05/2017;TRANSFER;350.00
05/05/2017;HOME LOAN;-19.27
05/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
05/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-16.26
05/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-28.00
08/05/2017;ATM 1234XXXXXXXX5678 01.02;-90.00
08/05/2017;INSURANCE;-9.97
08/05/2017;INTEREST SETTLEMENT;1.16
08/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
08/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-35.81
08/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-49.03
08/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-15.95
09/05/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
09/05/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.07
10/05/2017;PURCHASE CARD 1234XXXXXXXX5678 .;-13.50
10/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.35
10/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.97
10/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.99
11/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
11/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-37.59
11/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-18.87
11/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-9.39
11/05/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-6.40
12/05/2017;PHONE COMPANY;-99.22
12/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-3.67
12/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-27.98
12/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-19.50
12/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-46.82
12/05/2017;PURCHASE CARD 1234XXXXXXXX5678 NESPRESSO;-74.70
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-3.99
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-10.51
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-13.25
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-2.95
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-10.95
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-13.12
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-7.40
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-13.05
15/05/2017;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-4.00
15/05/2017;REFUND 1234XXXXXXXX5678 10.06 AMAZON;13.99
15/05/2017;TRANSFER;-4,457.00
15/05/2017;TRANSFER;4,457.40
15/05/2017;TRANSFER;1,071.00
16/05/2017;BANKING COMMISSION;-3.00
16/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
16/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-24.24
16/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-11.27
16/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-38.23
17/05/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
17/05/2017;ELECTRIC COMPANY ;-34.12
17/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
18/05/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
18/05/2017;COMMUNITY OF OWNERS;-65.94
18/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
18/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-8.80
18/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-9.95
19/05/2017;INCOME;160.00
19/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AIRLINE COMPANY;-262.20
19/05/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-31.90
19/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-30.56
19/05/2017;TRANSFER;50.00
22/05/2017;GYM;-20.00
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-27.53
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.51
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-11.85
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-45.51
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-13.90
22/05/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-42.35
23/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PETROPRIX ;-10.00
24/05/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
24/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-39.90
24/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-17.76
25/05/2017;DEBIT PAYMENTS WATER COMPANY;-69.48
25/05/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-3.84
25/05/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-20.00
25/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
25/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-2.07
25/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.12
25/05/2017;SCHOOL CANTEEN;-91.30
25/05/2017;SCHOOL CANTEEN;-91.30
26/05/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
26/05/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-16.02
26/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
26/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-36.40
26/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-10.90
29/05/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
29/05/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
29/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-59.58
29/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-58.36
29/05/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-7.18
30/05/2017;PAYROLL;21.25
30/05/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-22.55
30/05/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
30/05/2017;TRANSFER;3,300.00
31/05/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
31/05/2017;ELECTRIC COMPANY ;-41.47
31/05/2017;INSURANCE;-267.03
31/05/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-36.85
01/06/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
01/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
01/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-28.15
01/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-33.90
02/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.80
02/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-10.96
05/06/2017;ATM 1234XXXXXXXX5678 01.02;-150.00
05/06/2017;HOME LOAN;-19.27
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-19.70
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-37.00
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-53.41
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.88
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.58
05/06/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-2.80
06/06/2017;INTEREST SETTLEMENT;1.42
06/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
06/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-59.86
07/06/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
07/06/2017;ELECTRIC COMPANY ;-22.87
07/06/2017;INSURANCE;-9.97
07/06/2017;PURCHASE CARD 1234XXXXXXXX5678 02.06 HIGHWAY COMPANY;-3.35
07/06/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-30.00
07/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
07/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
07/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-7.90
08/06/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-16.90
08/06/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-30.97
08/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-35.33
08/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-14.05
09/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
09/06/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-8.89
09/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.24
09/06/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-16.99
12/06/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
12/06/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
12/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
12/06/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-19.72
12/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.39
13/06/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-35.52
13/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-17.74
13/06/2017;TRANSFER;-5,100.00
13/06/2017;TRANSFER;5,119.80
14/06/2017;PHONE COMPANY;-73.66
14/06/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-10.75
